encounter_id,date,year,month,probe,sza_deg,mlt,cone_deg,clock_deg,dp_nPa,bz_nT,near_occ,bg_occ,Dn,EB,cone_bin_calc,retained,qc_transition_cleanliness,qc_disturbance,qc_boundary_motion,omni_context_quality_note,boundary_uncertainty_note,r_re,x_gsm_re
2009-10-13_thc,2009-10-13,2009,10,thc,3.1,12.0,62.3,298.3,1.32,0.5,0.5121,0.2033,0.0218,4.9015,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,10.23,10.21
2009-10-16_tha,2009-10-16,2009,10,tha,3.4,12.0,50.9,306.5,1.4,1.59,0.2014,0.1585,1.164,1.7609,intermediate,True,mixed,undisturbed,uncertain,good,uncertain,11.94,11.92
2009-10-16_thc,2009-10-16,2009,10,thc,13.4,11.1,60.1,331.9,0.81,2.04,0.0992,0.6409,3.1331,5.8343,perpendicular,True,mixed,uncertain,uncertain,good,uncertain,14.92,14.51
2009-10-20_thc,2009-10-20,2009,10,thc,11.6,11.3,66.1,272.4,0.69,0.07,0.4619,0.1646,0.0209,5.5568,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,12.05,11.8
2009-10-22_tha,2009-10-22,2009,10,tha,5.9,11.9,81.1,120.7,3.25,-4.05,0.096,0.6842,1.2353,1.5673,perpendicular,True,mixed,uncertain,stable,good,plausible,11.19,11.13
2009-10-22_thd,2009-10-22,2009,10,thd,9.5,11.9,81.6,143.3,2.24,-6.03,0.279,0.1423,3.6713,4.8268,perpendicular,True,mixed,undisturbed,stable,good,plausible,10.1,9.96
2009-10-23_tha,2009-10-23,2009,10,tha,6.5,12.0,67.7,218.9,2.42,-1.76,0.1596,0.4267,0.6805,3.0628,perpendicular,True,clean,undisturbed,stable,good,plausible,11.02,10.94
2009-10-30_tha,2009-10-30,2009,10,tha,9.6,11.9,85.2,137.1,1.88,-4.4,0.4375,0.0719,0.0178,1.8481,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,9.88,9.74
2009-11-11_thb,2009-11-11,2009,11,thb,14.5,12.0,41.9,285.0,0.94,0.51,0.1177,0.5481,8.3143,3.8399,low-cone,True,mixed,undisturbed,uncertain,good,uncertain,14.08,13.63
2009-11-12_thb,2009-11-12,2009,11,thb,23.0,13.3,45.1,99.2,1.0,-0.25,0.6257,0.0266,0.0143,4.2474,intermediate,True,clean,uncertain,uncertain,good,uncertain,10.37,9.55
2009-12-01_thb,2009-12-01,2009,12,thb,22.1,10.8,22.4,115.7,1.06,-0.13,0.2616,0.2171,4.4085,4.5789,quasi-radial,True,mixed,undisturbed,uncertain,good,uncertain,12.97,12.02
2010-10-11_tha,2010-10-11,2010,10,tha,5.4,12.0,67.4,211.6,4.05,-8.87,0.1585,0.5505,0.4931,1.9133,perpendicular,True,clean,undisturbed,stable,good,plausible,9.61,9.56
2010-10-11_thd,2010-10-11,2010,10,thd,7.2,12.0,67.9,208.5,3.82,-9.86,0.2514,0.4536,0.007,2.2085,perpendicular,True,clean,undisturbed,stable,good,plausible,9.16,9.08
2010-10-11_the,2010-10-11,2010,10,the,6.8,12.0,67.5,211.8,4.04,-8.87,0.1909,0.5133,0.006,2.0575,perpendicular,True,clean,undisturbed,stable,good,plausible,9.47,9.41
2010-10-23_tha,2010-10-23,2010,10,tha,11.3,11.9,53.6,317.8,3.57,2.24,0.1544,0.4457,1.3771,1.2582,intermediate,True,mixed,undisturbed,stable,good,plausible,10.91,10.7
2010-10-23_thd,2010-10-23,2010,10,thd,12.0,12.0,57.3,302.1,3.71,1.38,0.1491,0.393,1.3667,1.2105,intermediate,True,mixed,undisturbed,stable,good,plausible,10.72,10.49
2010-10-23_the,2010-10-23,2010,10,the,11.6,12.0,53.4,318.1,3.55,2.26,0.1585,0.4112,1.3701,1.2534,intermediate,True,mixed,undisturbed,stable,good,plausible,10.87,10.65
2010-11-10_tha,2010-11-10,2010,11,tha,19.2,11.7,81.6,146.2,3.69,-2.14,0.1566,0.6127,1.5765,2.9298,perpendicular,True,mixed,undisturbed,stable,good,plausible,11.22,10.59
2010-11-10_thd,2010-11-10,2010,11,thd,18.3,11.8,80.7,144.8,3.56,-2.02,0.0978,0.6923,1.4654,2.3535,perpendicular,True,mixed,uncertain,stable,good,plausible,11.36,10.79
2010-11-10_the,2010-11-10,2010,11,the,18.0,11.8,84.6,149.1,3.76,-2.28,0.1435,0.6571,1.962,2.046,perpendicular,True,mixed,undisturbed,stable,good,plausible,11.19,10.65
2013-01-13_thd,2013-01-13,2013,1,thd,14.3,12.0,52.7,153.0,2.89,-3.85,0.0756,0.7383,0.69,1.914,intermediate,True,clean,uncertain,stable,good,plausible,11.38,11.02
2013-01-13_the,2013-01-13,2013,1,the,15.3,12.0,52.7,151.6,2.92,-2.94,0.0543,0.7003,0.9442,1.4592,intermediate,True,clean,uncertain,stable,good,plausible,11.42,11.01
2013-01-18_thd,2013-01-18,2013,1,thd,13.1,12.2,64.7,19.2,7.02,6.01,0.0854,0.8035,4.7775,1.0915,perpendicular,True,mixed,uncertain,uncertain,good,uncertain,10.95,10.66
2013-01-19_tha,2013-01-19,2013,1,tha,13.0,12.1,64.3,91.2,3.51,-0.04,0.1416,0.5305,1.2577,1.218,perpendicular,True,mixed,undisturbed,stable,good,plausible,11.11,10.83
2013-01-26_tha,2013-01-26,2013,1,tha,10.2,12.2,55.1,268.2,3.3,-0.27,0.2642,0.1325,0.751,1.3619,intermediate,True,clean,undisturbed,stable,good,plausible,10.31,10.15
2013-01-26_thd,2013-01-26,2013,1,thd,10.2,12.1,71.2,301.8,4.59,1.56,0.2859,0.2858,0.4918,2.1741,perpendicular,True,clean,undisturbed,stable,good,plausible,9.83,9.67
2013-01-26_the,2013-01-26,2013,1,the,11.1,12.2,64.0,270.0,4.22,,0.253,0.2899,0.7087,1.5588,perpendicular,True,clean,undisturbed,stable,good,plausible,10.08,9.89
2014-02-15_the,2014-02-15,2014,2,the,6.8,11.9,58.6,25.7,9.74,5.29,0.3854,0.3306,0.9659,17.5441,intermediate,True,clean,undisturbed,uncertain,good,uncertain,8.33,8.27
2014-02-16_tha,2014-02-16,2014,2,tha,1.3,12.0,81.6,46.8,9.5,7.42,0.4233,0.2788,0.0492,2.7244,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,8.08,8.08
2014-02-19_thd,2014-02-19,2014,2,thd,6.7,12.0,69.5,132.8,2.31,-9.29,0.3815,0.055,0.0403,1.0048,perpendicular,True,clean,undisturbed,stable,good,plausible,9.2,9.13
2014-02-19_the,2014-02-19,2014,2,the,5.7,12.0,63.6,292.7,5.01,2.87,0.4272,0.122,0.3256,1.3856,perpendicular,True,clean,undisturbed,stable,good,plausible,8.96,8.92
2014-02-23_tha,2014-02-23,2014,2,tha,0.6,12.0,84.1,118.1,2.68,-5.54,0.369,0.1359,0.3218,1.9117,perpendicular,True,clean,undisturbed,stable,good,plausible,9.41,9.41
2014-02-23_thd,2014-02-23,2014,2,thd,6.3,11.9,79.2,69.6,3.93,1.27,0.2796,0.242,39.9956,1.7009,perpendicular,True,mixed,undisturbed,stable,good,plausible,9.95,9.88
2014-02-23_the,2014-02-23,2014,2,the,4.1,12.0,68.6,327.4,4.92,4.24,0.2996,0.2963,0.2296,10.3368,perpendicular,True,clean,undisturbed,stable,good,plausible,9.57,9.55
2014-02-27_thd,2014-02-27,2014,2,thd,5.7,12.0,88.5,141.3,3.27,-3.83,0.1228,0.5128,1.8186,2.2966,perpendicular,True,mixed,undisturbed,stable,good,plausible,10.46,10.41
2014-02-27_the,2014-02-27,2014,2,the,3.4,11.9,52.2,213.1,5.77,-7.53,0.0766,0.791,1.97,1.0277,intermediate,True,mixed,uncertain,stable,good,plausible,10.26,10.24
2014-02-28_tha,2014-02-28,2014,2,tha,1.2,12.0,60.6,295.7,3.32,3.78,0.2905,0.0615,0.6029,2.0739,perpendicular,True,clean,undisturbed,stable,good,plausible,10.14,10.14
2014-03-03_the,2014-03-03,2014,3,the,2.9,12.0,42.5,254.5,2.86,-0.37,0.1673,0.2749,1.1736,1.0045,low-cone,True,mixed,undisturbed,stable,good,plausible,10.7,10.68
2014-03-10_the,2014-03-10,2014,3,the,0.6,12.0,85.9,261.7,2.64,-0.47,0.1749,0.2277,0.2851,3.571,perpendicular,True,clean,undisturbed,stable,good,plausible,11.16,11.16
2014-03-20_tha,2014-03-20,2014,3,tha,4.6,12.1,75.9,249.4,2.47,-1.44,0.1788,0.1108,1.1454,1.209,perpendicular,True,mixed,undisturbed,stable,good,plausible,11.06,11.02
2014-03-20_the,2014-03-20,2014,3,the,1.3,12.0,81.0,345.6,4.29,2.11,0.0973,0.7536,0.9825,1.444,perpendicular,True,clean,uncertain,stable,good,plausible,11.0,11.0
2014-03-21_the,2014-03-21,2014,3,the,1.7,12.0,88.3,288.3,2.95,0.94,0.17,0.3337,0.0483,2.4844,perpendicular,True,clean,undisturbed,stable,good,plausible,10.93,10.93
2014-03-25_thd,2014-03-25,2014,3,thd,0.8,12.0,68.0,213.7,4.57,-1.21,0.1111,0.5342,2.7266,1.0511,perpendicular,True,mixed,undisturbed,stable,good,plausible,10.28,10.28
2014-03-26_the,2014-03-26,2014,3,the,3.3,12.0,88.9,26.4,3.4,4.37,0.1721,0.2966,0.5329,2.3722,perpendicular,True,clean,undisturbed,stable,good,plausible,10.47,10.45
2014-04-05_tha,2014-04-05,2014,4,tha,6.7,12.1,70.2,84.6,10.37,0.69,0.2565,0.4837,0.1817,15.9997,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,8.98,8.92
2015-03-17_tha,2015-03-17,2015,3,tha,22.0,13.2,66.2,151.6,10.96,-15.23,0.3057,0.4605,0.7086,3.3547,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,7.53,6.98
2015-03-17_thd,2015-03-17,2015,3,thd,20.8,13.2,73.2,172.6,4.49,-15.51,0.4732,0.1027,1.1408,1.8558,perpendicular,True,mixed,undisturbed,stable,good,plausible,7.52,7.03
2015-03-17_the,2015-03-17,2015,3,the,21.8,13.3,71.1,158.2,5.8,-15.44,0.4184,0.2258,0.4683,2.3746,perpendicular,True,clean,undisturbed,stable,good,plausible,7.51,6.98
2015-04-14_tha,2015-04-14,2015,4,tha,2.1,12.0,55.0,208.1,8.12,-4.69,0.3635,0.4011,0.0936,12.3807,intermediate,True,clean,undisturbed,uncertain,good,uncertain,8.16,8.15
2015-04-14_thd,2015-04-14,2015,4,thd,1.1,12.0,47.2,161.6,9.16,-4.28,0.3454,0.4282,0.2461,14.4736,intermediate,True,clean,undisturbed,uncertain,good,uncertain,8.19,8.19
2015-04-14_the,2015-04-14,2015,4,the,1.0,12.0,47.4,188.3,8.61,-3.91,0.3768,0.376,0.0405,9.2867,intermediate,True,clean,undisturbed,uncertain,good,uncertain,8.03,8.03
2015-04-15_tha,2015-04-15,2015,4,tha,1.8,12.0,48.0,230.5,5.99,-1.29,0.4433,0.2436,0.9724,15.8355,intermediate,True,clean,undisturbed,stable,good,plausible,8.35,8.35
2015-04-15_thd,2015-04-15,2015,4,thd,1.4,12.0,50.4,215.2,5.92,-0.61,0.4542,0.2249,0.2823,5.3531,intermediate,True,clean,undisturbed,stable,good,plausible,8.38,8.38
2015-04-15_the,2015-04-15,2015,4,the,1.1,12.0,45.0,223.9,5.92,-1.08,0.478,0.1987,0.2202,5.13,low-cone,True,clean,undisturbed,stable,good,plausible,8.12,8.12
2015-04-16_tha,2015-04-16,2015,4,tha,1.6,12.0,51.4,226.3,4.25,-2.83,0.4631,0.1862,0.2,4.3485,intermediate,True,clean,undisturbed,stable,good,plausible,8.54,8.53
2015-04-16_thd,2015-04-16,2015,4,thd,1.8,12.0,76.5,218.0,4.86,-4.47,0.4,0.2993,0.2663,3.837,perpendicular,True,clean,undisturbed,stable,good,plausible,8.56,8.55
2015-04-16_the,2015-04-16,2015,4,the,1.4,12.0,57.7,229.0,4.46,-3.0,0.4864,0.1724,0.2837,3.8986,intermediate,True,clean,undisturbed,stable,good,plausible,8.29,8.29
2015-04-20_tha,2015-04-20,2015,4,tha,0.6,12.0,46.6,33.7,7.57,2.06,0.2786,0.4515,0.1266,11.0289,intermediate,True,clean,undisturbed,uncertain,good,uncertain,9.23,9.23
2015-04-20_thd,2015-04-20,2015,4,thd,3.1,12.0,62.3,68.0,7.64,1.84,0.2874,0.4274,0.0538,3.0569,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,9.19,9.17
2015-04-20_the,2015-04-20,2015,4,the,2.6,12.0,48.5,48.4,7.64,2.27,0.3191,0.4114,0.0553,3.8102,intermediate,True,clean,undisturbed,uncertain,good,uncertain,9.01,9.0
2015-04-21_tha,2015-04-21,2015,4,tha,0.4,12.0,58.1,59.8,3.12,1.72,0.4619,0.054,0.1187,3.9892,intermediate,True,clean,undisturbed,stable,good,plausible,9.42,9.42
2015-04-21_thd,2015-04-21,2015,4,thd,3.5,12.0,50.0,55.0,3.1,2.22,0.4751,0.0208,0.0994,3.3015,intermediate,True,clean,uncertain,stable,good,plausible,9.39,9.38
2015-04-28_tha,2015-04-28,2015,4,tha,1.4,12.0,61.3,42.8,2.25,1.61,0.304,0.0441,0.9395,3.0021,perpendicular,True,clean,uncertain,stable,good,plausible,10.63,10.62
2015-05-01_tha,2015-05-01,2015,5,tha,2.1,12.0,62.8,41.1,2.44,7.08,0.1892,0.1593,1.0357,1.3393,perpendicular,True,mixed,undisturbed,stable,good,plausible,11.05,11.05
2015-05-06_thd,2015-05-06,2015,5,thd,8.5,12.1,76.1,38.7,4.33,10.85,0.0691,0.7737,1.0021,1.531,perpendicular,True,mixed,uncertain,stable,good,plausible,11.53,11.41
2015-05-06_the,2015-05-06,2015,5,the,7.4,12.1,78.5,42.3,4.29,10.75,0.112,0.7315,1.1169,1.2298,perpendicular,True,mixed,undisturbed,stable,good,plausible,11.44,11.34
2015-05-07_thd,2015-05-07,2015,5,thd,9.2,11.9,69.8,284.4,2.25,0.62,0.2905,0.0492,5.9466,0.3865,perpendicular,True,unclear,uncertain,stable,good,plausible,11.38,11.23
2015-05-07_the,2015-05-07,2015,5,the,7.7,12.1,75.4,334.5,3.28,1.32,0.1163,0.7237,0.0822,3.9009,perpendicular,True,clean,undisturbed,stable,good,plausible,11.54,11.44
2015-05-08_tha,2015-05-08,2015,5,tha,3.9,12.0,35.8,269.1,2.0,-0.05,0.1905,0.29,1.2885,1.0584,low-cone,True,mixed,undisturbed,stable,good,plausible,11.75,11.73
2015-05-10_tha,2015-05-10,2015,5,tha,4.4,12.1,74.6,115.5,1.66,-4.38,0.0865,0.4509,3.2263,0.9961,perpendicular,True,unclear,uncertain,uncertain,good,uncertain,11.86,11.82
2015-05-10_the,2015-05-10,2015,5,the,8.5,12.1,74.6,115.4,1.67,-4.37,0.2011,0.0276,44.4858,1.5474,perpendicular,True,mixed,uncertain,uncertain,good,uncertain,11.76,11.63
2015-05-15_tha,2015-05-15,2015,5,tha,5.7,12.1,59.4,269.3,1.95,-0.03,0.0764,0.2784,0.9865,1.3356,intermediate,True,clean,uncertain,uncertain,good,uncertain,11.91,11.85
2015-05-16_tha,2015-05-16,2015,5,tha,5.9,12.1,63.0,267.6,1.94,-0.12,0.1688,0.2726,0.8764,1.8159,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,11.86,11.8
2015-05-20_tha,2015-05-20,2015,5,tha,6.6,12.1,46.8,142.3,2.63,-1.06,0.0577,0.7621,0.7438,1.5652,intermediate,True,clean,uncertain,stable,good,plausible,11.74,11.66
2015-05-20_thd,2015-05-20,2015,5,thd,12.4,12.1,49.5,145.6,2.62,-1.35,0.0761,0.7222,0.8236,1.3314,intermediate,True,clean,uncertain,stable,good,plausible,11.76,11.49
2015-05-26_tha,2015-05-26,2015,5,tha,8.1,12.0,46.7,222.0,1.9,-2.61,0.1709,0.2441,1.0884,1.2805,intermediate,True,mixed,undisturbed,uncertain,good,uncertain,11.12,11.01
2015-06-08_tha,2015-06-08,2015,6,tha,11.0,12.0,52.9,249.2,7.65,-3.96,0.2805,0.4507,0.2718,2.3765,intermediate,True,clean,undisturbed,uncertain,good,uncertain,8.98,8.81
2015-06-08_thd,2015-06-08,2015,6,thd,17.2,11.9,53.4,249.2,7.86,-3.93,0.2904,0.4224,0.3401,2.1008,intermediate,True,clean,undisturbed,uncertain,good,uncertain,9.08,8.67
2015-06-08_the,2015-06-08,2015,6,the,15.2,12.0,52.8,249.7,7.62,-3.85,0.257,0.4608,1.2369,2.2198,intermediate,True,mixed,undisturbed,uncertain,good,uncertain,9.24,8.92
2015-06-23_tha,2015-06-23,2015,6,tha,15.0,11.5,81.2,161.7,3.78,-19.3,0.3838,0.3304,1.3461,1.4851,perpendicular,True,mixed,undisturbed,stable,good,plausible,7.52,7.26
2015-06-23_thd,2015-06-23,2015,6,thd,20.5,11.5,80.1,161.8,3.53,-19.21,0.4308,0.2312,1.0829,1.5179,perpendicular,True,mixed,undisturbed,stable,good,plausible,7.52,7.04
2015-06-23_the,2015-06-23,2015,6,the,18.3,11.5,80.1,161.8,3.53,-19.21,0.4105,0.2707,1.519,1.5463,perpendicular,True,mixed,undisturbed,stable,good,plausible,7.54,7.16
2016-06-11_tha,2016-06-11,2016,6,tha,20.7,12.6,54.4,75.6,3.45,1.44,0.2523,0.2476,1.0039,2.0974,intermediate,True,mixed,undisturbed,stable,good,plausible,10.89,10.19
2016-06-15_tha,2016-06-15,2016,6,tha,19.8,11.5,45.5,51.7,4.48,3.09,0.4178,0.1973,0.7047,11.2677,intermediate,True,clean,undisturbed,stable,good,plausible,9.69,9.12
2016-06-22_tha,2016-06-22,2016,6,tha,21.5,11.4,75.5,260.1,2.55,-0.44,0.2996,0.1521,6.7508,4.9352,perpendicular,True,mixed,undisturbed,stable,good,plausible,11.11,10.34
2016-06-23_tha,2016-06-23,2016,6,tha,21.3,11.5,48.0,303.5,2.23,2.45,0.2982,0.0349,2.1805,4.0955,intermediate,True,mixed,uncertain,stable,good,plausible,11.45,10.66
2016-06-24_tha,2016-06-24,2016,6,tha,21.4,11.8,75.8,265.9,2.15,-0.28,0.2318,0.1649,1.2783,1.7472,perpendicular,True,mixed,undisturbed,stable,good,plausible,11.67,10.86
2016-06-24_thd,2016-06-24,2016,6,thd,24.3,12.0,69.4,156.7,3.5,-3.85,0.3333,0.1424,0.6874,3.5264,perpendicular,True,clean,undisturbed,stable,good,plausible,10.26,9.35
2016-06-25_tha,2016-06-25,2016,6,tha,21.9,11.9,70.3,247.4,1.99,-1.08,0.1821,0.2221,0.8645,1.3673,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,11.92,11.06
2016-06-26_tha,2016-06-26,2016,6,tha,22.5,11.7,59.2,214.5,2.21,-3.23,0.1923,0.3244,1.0848,1.135,intermediate,True,mixed,undisturbed,stable,good,plausible,11.54,10.66
2016-06-27_tha,2016-06-27,2016,6,tha,22.4,11.9,59.6,221.2,2.14,-2.31,0.1586,0.439,1.185,1.2717,intermediate,True,mixed,undisturbed,stable,good,plausible,12.15,11.24
2016-06-30_tha,2016-06-30,2016,6,tha,22.6,11.4,49.8,288.5,1.85,1.24,0.2431,0.1644,1.0249,0.7805,intermediate,True,unclear,undisturbed,uncertain,good,uncertain,12.62,11.65
2016-07-02_the,2016-07-02,2016,7,the,23.1,11.6,70.6,156.1,3.05,-2.57,0.1727,0.3078,0.6939,1.1887,perpendicular,True,clean,undisturbed,stable,good,plausible,11.26,10.35
2016-07-03_thd,2016-07-03,2016,7,thd,24.5,11.9,54.2,291.3,3.74,1.72,0.1918,0.2271,1.6694,1.2743,intermediate,True,mixed,undisturbed,stable,good,plausible,11.59,10.55
2016-07-08_the,2016-07-08,2016,7,the,23.0,11.7,50.7,139.0,2.93,-3.94,0.0678,0.6877,0.9225,0.878,intermediate,True,mixed,uncertain,stable,good,plausible,11.79,10.85
2016-07-10_tha,2016-07-10,2016,7,tha,23.8,12.0,64.4,105.5,1.85,-0.83,0.0651,0.6037,1.0962,0.8978,perpendicular,True,unclear,uncertain,uncertain,good,uncertain,13.08,11.97
2016-07-11_tha,2016-07-11,2016,7,tha,23.9,12.0,60.4,113.4,1.84,-1.13,0.1543,0.5316,1.0555,1.038,perpendicular,True,mixed,undisturbed,uncertain,good,uncertain,12.98,11.87
2016-07-14_tha,2016-07-14,2016,7,tha,23.9,11.4,66.5,91.2,2.44,-0.09,0.1713,0.5884,1.631,1.773,perpendicular,True,mixed,undisturbed,stable,good,plausible,12.74,11.64
2016-07-15_tha,2016-07-15,2016,7,tha,23.8,11.5,40.1,73.8,2.01,0.16,0.2394,0.3266,1.356,1.1613,low-cone,True,mixed,undisturbed,stable,good,plausible,12.75,11.67
2016-07-20_tha,2016-07-20,2016,7,tha,24.2,11.6,57.5,271.0,7.58,0.33,0.1022,0.7734,3.4407,1.8637,intermediate,True,mixed,undisturbed,uncertain,good,uncertain,11.81,10.77
2016-07-20_thd,2016-07-20,2016,7,thd,23.1,11.7,25.5,284.3,7.76,1.66,0.1076,0.705,6.9044,2.4407,quasi-radial,True,mixed,undisturbed,uncertain,good,uncertain,11.12,10.23
2016-07-24_tha,2016-07-24,2016,7,tha,23.7,11.8,87.9,273.6,5.04,0.56,0.1446,0.4938,1.2997,1.3433,perpendicular,True,mixed,undisturbed,stable,good,plausible,11.28,10.33
2016-07-24_the,2016-07-24,2016,7,the,21.9,12.0,85.4,257.1,4.7,-1.67,0.1347,0.4316,1.3755,1.505,perpendicular,True,mixed,undisturbed,stable,good,plausible,10.72,9.95
2016-07-25_tha,2016-07-25,2016,7,tha,23.9,11.8,38.9,156.7,2.74,-0.58,0.3186,0.1369,0.532,3.4829,low-cone,True,clean,undisturbed,stable,good,plausible,11.11,10.15
2016-07-28_tha,2016-07-28,2016,7,tha,23.8,11.6,80.7,194.9,7.01,-2.41,0.2614,0.4491,0.1163,17.0542,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,9.97,9.12
2016-07-28_the,2016-07-28,2016,7,the,21.3,12.1,68.2,238.6,5.09,-4.06,0.2306,0.4071,0.2352,2.792,perpendicular,True,clean,undisturbed,stable,good,plausible,10.03,9.34
2016-08-02_tha,2016-08-02,2016,8,tha,24.5,11.4,86.2,91.9,6.3,-0.72,0.1453,0.4341,2.7663,1.3836,perpendicular,True,mixed,undisturbed,uncertain,good,uncertain,10.77,9.8
2016-08-02_thd,2016-08-02,2016,8,thd,20.4,11.7,53.5,22.3,7.6,3.53,0.4518,0.188,0.5944,9.6338,intermediate,True,clean,undisturbed,uncertain,good,uncertain,8.76,8.21
2016-08-03_tha,2016-08-03,2016,8,tha,23.3,12.0,84.9,82.3,6.49,2.94,0.5415,0.0247,0.1336,1.8283,perpendicular,True,clean,uncertain,uncertain,good,uncertain,8.58,7.88
2017-08-04_tha,2017-08-04,2017,8,tha,23.3,12.0,76.3,89.1,5.71,0.16,0.1098,0.7525,8.5463,3.0821,perpendicular,True,mixed,undisturbed,stable,good,plausible,11.97,10.99
2017-08-04_the,2017-08-04,2017,8,the,20.7,12.2,77.3,1.3,8.69,14.22,0.3682,0.3199,0.151,4.6492,perpendicular,True,clean,undisturbed,uncertain,good,uncertain,9.24,8.64
2017-08-05_tha,2017-08-05,2017,8,tha,22.7,11.9,40.4,111.6,2.13,-0.65,0.18,0.305,1.5305,1.7874,low-cone,True,mixed,undisturbed,stable,good,plausible,12.15,11.2
2017-08-06_tha,2017-08-06,2017,8,tha,22.0,12.0,27.1,147.9,2.05,-1.12,0.1756,0.3953,1.3134,1.2734,quasi-radial,True,mixed,undisturbed,stable,good,plausible,12.3,11.4
2017-08-07_tha,2017-08-07,2017,8,tha,21.5,12.2,31.3,120.4,1.66,-0.71,0.218,0.1255,0.034,4.0984,low-cone,True,clean,undisturbed,uncertain,good,uncertain,12.46,11.59
2017-08-08_tha,2017-08-08,2017,8,tha,21.4,12.4,29.4,7.1,1.83,1.04,0.2044,0.3224,1.071,1.4775,quasi-radial,True,mixed,undisturbed,uncertain,good,uncertain,12.63,11.76
2017-08-10_tha,2017-08-10,2017,8,tha,21.2,12.3,49.2,152.9,1.54,-0.82,0.2215,0.1663,1.212,1.5288,intermediate,True,mixed,undisturbed,uncertain,good,uncertain,12.77,11.91
2017-08-11_tha,2017-08-11,2017,8,tha,20.8,12.1,62.3,277.0,1.84,0.49,0.1807,0.507,1.8053,0.523,perpendicular,True,unclear,undisturbed,uncertain,good,uncertain,12.88,12.04
2017-08-12_the,2017-08-12,2017,8,the,17.8,12.1,54.3,284.9,3.0,2.0,0.2725,0.255,1.0709,1.449,intermediate,True,mixed,undisturbed,stable,good,plausible,10.89,10.37
2017-08-16_the,2017-08-16,2017,8,the,15.5,12.2,65.3,112.8,2.86,-2.37,0.1221,0.5931,1.0711,1.4484,perpendicular,True,mixed,undisturbed,stable,good,plausible,11.65,11.22
2017-08-17_the,2017-08-17,2017,8,the,15.3,12.2,49.2,74.9,3.79,0.95,0.1064,0.7279,1.6817,1.532,intermediate,True,mixed,undisturbed,stable,good,plausible,11.91,11.49
2017-08-18_the,2017-08-18,2017,8,the,15.4,12.3,49.9,81.5,3.74,0.52,0.0665,0.8094,1.9564,1.9976,intermediate,True,mixed,uncertain,stable,good,plausible,12.16,11.72
2017-08-19_the,2017-08-19,2017,8,the,15.0,12.1,56.1,110.2,3.18,-0.83,0.1106,0.7499,2.4349,3.0891,intermediate,True,mixed,undisturbed,stable,good,plausible,12.1,11.69
2017-08-21_the,2017-08-21,2017,8,the,13.9,11.9,56.3,192.4,1.56,-0.69,0.1727,0.4444,0.9899,1.0924,intermediate,True,clean,undisturbed,uncertain,good,uncertain,12.4,12.04
2017-08-22_thd,2017-08-22,2017,8,thd,10.7,12.2,71.8,132.2,3.12,-1.51,0.1654,0.3144,1.6947,0.4915,perpendicular,True,unclear,undisturbed,stable,good,plausible,10.53,10.35
2017-08-22_the,2017-08-22,2017,8,the,13.1,12.0,35.2,208.5,1.91,-1.25,0.117,0.7085,1.267,2.4748,low-cone,True,mixed,undisturbed,uncertain,good,uncertain,12.53,12.2
2017-08-23_thd,2017-08-23,2017,8,thd,10.2,12.1,75.3,191.6,2.44,-4.09,0.1589,0.3159,1.037,1.331,perpendicular,True,mixed,undisturbed,stable,good,plausible,10.62,10.46
2017-08-24_the,2017-08-24,2017,8,the,12.3,12.2,30.6,27.7,1.54,0.59,0.1564,0.5944,0.0128,1.671,low-cone,True,clean,undisturbed,uncertain,good,uncertain,12.77,12.48
2017-08-25_tha,2017-08-25,2017,8,tha,14.9,12.2,13.1,237.3,1.65,-0.18,0.1702,0.5922,0.9957,2.3562,quasi-radial,True,clean,undisturbed,uncertain,good,uncertain,12.74,12.31
2017-08-25_the,2017-08-25,2017,8,the,12.7,11.9,43.5,95.3,1.48,-0.24,0.1791,0.3462,0.8875,1.4857,low-cone,True,clean,undisturbed,uncertain,good,uncertain,12.31,12.02
2017-08-26_tha,2017-08-26,2017,8,tha,14.4,12.1,56.9,86.8,1.54,0.21,0.1878,0.4444,0.0276,2.4303,intermediate,True,clean,undisturbed,uncertain,good,uncertain,12.62,12.23
2017-08-26_the,2017-08-26,2017,8,the,12.1,12.2,48.0,83.9,1.61,0.3,0.0648,0.7067,0.9427,1.4608,intermediate,True,clean,uncertain,uncertain,good,uncertain,12.87,12.59
2017-08-30_tha,2017-08-30,2017,8,tha,11.9,12.2,34.5,295.2,1.65,0.87,0.1706,0.3262,0.8926,1.4447,low-cone,True,clean,undisturbed,uncertain,good,uncertain,12.01,11.75
2017-09-01_tha,2017-09-01,2017,9,tha,11.7,12.3,36.4,268.1,2.35,-0.04,0.1296,0.2846,1.0446,2.5701,low-cone,True,mixed,undisturbed,stable,good,plausible,11.51,11.27
